Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,,,Макс,Мін,різниця
,,,,,,,,,,,,
УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,94,94,94,94,94,,,94,94,0
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"90,3","74,7","82,8","87,5","87,1",,,"90,3","74,7","15,6"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"82,9","94,5","82,7","73,1","83,4",,,"94,5","73,1","21,4"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"84,8","92,1","83,3","76,5","85,1",,,"92,1","76,5","15,6"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"84,5","84,3","85,1","86,6","78,6",,,"86,6","78,6",8
,,,,,,,,,,,,
,,,,,,,,,,,,
УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"86,2","84,4","85,5","83,7","87,4",,,"87,4","83,7","3,7"
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"86,6","85,8","84,4","89,7","81,5",,,"89,7","81,5","8,2"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"88,2","85,8","79,3","84,3","87,4",,,"88,2","79,3","8,9"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"80,2","86,2",89,"89,9","84,3",,,"89,9","80,2","9,7"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"88,7","86,1","84,1","85,1","83,7",,,"88,7","83,7",5
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"88,6","81,6","90,9","83,2","85,5",,,"90,9","81,6","9,3"
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,83,81,85,81,82,,,85,81,4
,,,,,,,,,,,,
,,,,,,,,,,,,
УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,84,84,84,,,,,84,84,0
УЗЕ Салгани БЕСС,PCS-1.2,✓ OK,85,85,84,,,,,85,84,1
УЗЕ Салгани БЕСС,PCS-2.1,✓ OK,"76,6","79,9","77,7","85,9",75,,,"85,9",75,"10,9"
УЗЕ Салгани БЕСС,PCS-2.2,✓ OK,"75,2",76,"75,8","85,9","86,3",,,"86,3","75,2","11,1"
УЗЕ Салгани БЕСС,PCS-3.1,✓ OK,85,85,84,,,,,85,84,1
УЗЕ Салгани БЕСС,PCS-3.2,✓ OK,86,85,86,,,,,86,85,1
,,,,,,,,,,,,
,,,,,,,,,,,,
УЗЕ Смолінська БЕСС,PCS-1.1,✓ OK,85,"87,5","81,7",87,"84,3",,,"87,5","81,7","5,8"
УЗЕ Смолінська БЕСС,PCS-1.2,✓ OK,"84,6","88,4","92,6","79,1","81,4",,,"92,6","79,1","13,5"
УЗЕ Смолінська БЕСС,PCS-2.1,✓ OK,"86,6","92,2","78,7","82,3","85,3",,,"92,2","78,7","13,5"
УЗЕ Смолінська БЕСС,PCS-2.2,✓ OK,"85,3","76,3","82,7","88,8","92,6",,,"92,6","76,3","16,3"
УЗЕ Смолінська БЕСС,PCS-3.1,✓ OK,"91,1","92,7","61,8","91,3","89,3",,,"92,7","61,8","30,9"
УЗЕ Смолінська БЕСС,PCS-3.2,✓ OK,"86,4","79,9","86,5","88,6","84,4",,,"88,6","79,9","8,7"
УЗЕ Смолінська БЕСС,PCS-4.1,✓ OK,"89,3","74,4","88,2",82,"91,3",,,"91,3","74,4","16,9"
УЗЕ Смолінська БЕСС,PCS-4.2,✓ OK,"84,4","91,2",89,"74,3","87,5",,,"91,2","74,3","16,9"
УЗЕ Смолінська БЕСС,PCS-5.1,✓ OK,82,82,80,84,84,,,84,80,4
