Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,,,Макс,Мін,різниця
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"89,8","76,1","86,5","87,1","86,8",,,"89,8","76,1","13,7"
,,,,,,,,,,,,
,,,,,,,,,,,,
УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"81,4","78,4","80,2","80,7","77,2",,,"81,4","77,2","4,2"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"78,8","76,5","81,6","80,6","80,6",,,"81,6","76,5","5,1"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"79,9","78,4","81,7","78,6",80,,,"81,7","78,4","3,3"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"77,7","78,9","77,1","77,7","79,1",,,"79,1","77,1",2
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,81,"78,8","78,2","83,6",78,,,"83,6",78,"5,6"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"79,3","78,9","77,6","76,9","79,4",,,"79,4","76,9","2,5"
,,,,,,,,,,,,
,,,,,,,,,,,,
УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,76,75,75,75,75,,,76,75,1
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"85,6","69,7","78,2","82,5","82,4",,,"85,6","69,7","15,9"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"77,4","89,4","77,2","67,6","77,9",,,"89,4","67,6","21,8"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"79,6","86,9","78,5","71,2","79,9",,,"86,9","71,2","15,7"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"79,6","79,1","79,9","81,5","73,3",,,"81,5","73,3","8,2"
,,,,,,,,,,,,
,,,,,,,,,,,,
УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"80,3","78,5","79,6","77,9","81,9",,,"81,9","77,9",4
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"80,8","79,9","78,6","83,9","75,7",,,"83,9","75,7","8,2"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"82,4",80,"73,5","78,5","81,2",,,"82,4","73,5","8,9"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"74,3","79,9","83,1","83,6","78,1",,,"83,6","74,3","9,3"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"83,2","80,2","78,3","79,2","77,9",,,"83,2","77,9","5,3"
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"82,4","75,4",85,"76,9","79,2",,,85,"75,4","9,6"
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,85,83,86,83,84,,,86,83,3
,,,,,,,,,,,,
,,,,,,,,,,,,
УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,71,71,71,,,,,71,71,0
УЗЕ Салгани БЕСС,PCS-1.2,✓ OK,71,72,71,,,,,72,71,1
УЗЕ Салгани БЕСС,PCS-2.1,✓ OK,"90,6","94,3","92,1","95,2","89,4",,,"95,2","89,4","5,8"
УЗЕ Салгани БЕСС,PCS-2.2,✓ OK,"88,8","89,5","89,3","95,3","95,7",,,"95,7","88,8","6,9"
УЗЕ Салгани БЕСС,PCS-3.1,✓ OK,71,71,71,,,,,71,71,0
УЗЕ Салгани БЕСС,PCS-3.2,✓ OK,72,71,71,,,,,72,71,1
,,,,,,,,,,,,
,,,,,,,,,,,,
УЗЕ Смолінська БЕСС,PCS-1.1,✓ OK,"79,2","81,6","76,3","81,5","78,9",,,"81,6","76,3","5,3"
УЗЕ Смолінська БЕСС,PCS-1.2,✓ OK,"79,1","82,9","87,1","73,6","75,5",,,"87,1","73,6","13,5"
УЗЕ Смолінська БЕСС,PCS-2.1,✓ OK,"80,9","86,9",73,"76,6","79,6",,,"86,9",73,"13,9"
УЗЕ Смолінська БЕСС,PCS-2.2,✓ OK,"79,6","70,5","76,9","83,2","86,6",,,"86,6","70,5","16,1"
УЗЕ Смолінська БЕСС,PCS-3.1,✓ OK,"85,2","87,3","55,2","85,4","83,4",,,"87,3","55,2","32,1"
УЗЕ Смолінська БЕСС,PCS-3.2,✓ OK,81,74,81,"83,1","78,9",,,"83,1",74,"9,1"
УЗЕ Смолінська БЕСС,PCS-4.1,✓ OK,"83,5","68,5","82,3","76,2","85,8",,,"85,8","68,5","17,3"
УЗЕ Смолінська БЕСС,PCS-4.2,✓ OK,"78,9","85,7","83,5","68,4",82,,,"85,7","68,4","17,3"
УЗЕ Смолінська БЕСС,PCS-5.1,✓ OK,84,84,82,85,85,,,85,82,3
